patient,Q92796_N,Q92796_C,Q92796.2_N,Q92796.2_C
9,0,0,1.25548707576661,1.34876818731327
10,0,0,1.02262029073349,1.79137418183855
11,0,0,1.0428523900032,1.06947496022426
12,0,0,1.11387885116461,0.924435975057399
29,0.986389409007263,1.18822201498819,0,0
30,0.917535658811456,1.25659850879338,0,0
31,0.903468307101312,0.904201759407148,0,0
32,0.838259858784811,1.06050761926652,0,0
49,0,0,0.189572068592615,0.809028099627513
50,0,0,0.373222102064988,0.786439397840603
51,0,0,1.15361244142335,0.932917932608957
52,0,0,0.642304787407522,1.48661105103249
77,0.491855673374648,1.26258596537358,1.57811979653004,0.803433718811829
78,0.503640353064379,0.590675618701351,1.72983747216654,1.807722194289
79,0.513246714388688,0.72644537430355,2.00588665495648,1.93995154855266
80,0.55166989296546,0.47856362457669,1.42833332245026,1.82086350665718
85,0.783576334017014,0.760312993846878,0,0
86,0.95017295148112,0.963126450018493,0,0
