patient,Q05086_N,Q05086_C,Q05086.3_N,Q05086.3_C
1,0,0,0.468808814743944,1.1334496714235
2,0,0,0.746573865703621,1.00371248770365
3,0,0,0.935499737228638,0.974131619255526
4,0,0,0.778652185044941,1.22414621766452
45,0,0,0.928413474652223,1.03217180376417
46,0,0,0.68158925301017,1.64133674940576
47,0,0,1.04836729922456,1.28360869734637
48,0,0,0.388160971047812,1.24401375521178
49,0.736526760133238,1.94502778374489,0,0
50,0.9377162719313,0.92573056884856,0,0
51,1.89647675715687,1.54656980099747,0,0
52,1.47979305186385,2.39374496929165,0,0
69,0,0,0.654297456858857,0.899068785577228
70,0,0,0.645997571859193,1.12988951638995
71,0,0,0.585598370134509,1.43348079430316
72,0,0,0.489895026155369,1.2968161884596
97,0,0,0.513446028760958,0.758873186066747
98,0,0,0.886597009758517,1.28375249108822
99,0,0,0.694039398957719,2.91846773514469
100,0,0,0.750762530290697,1.1949504589216
