patient,Q12824_N,Q12824_C,Q12824.2_N,Q12824.2_C
25,0.338226243487027,1.87214382983701,0,0
26,0.816929413435592,1.5089350610291,0,0
27,0.719256400188253,2.32381206992099,0,0
28,0.664998565823148,1.62574389221674,0,0
33,0.276774274693946,1.88676840516519,0,0
34,0.769026496729834,1.35715244004696,0,0
35,0.864522891162167,1.23918329699816,0,0
36,0.157838336407848,1.6027754485997,0,0
37,0.506780341598428,0.730607620713886,0,0
38,0.719500652507493,2.10731238616971,0,0
39,0.47772368100271,1.30632000114727,0,0
40,0.380185283446387,1.60116734307553,0,0
45,0.60785230226972,1.3132433993411,0,0
46,0.611309201877006,1.2293980504103,0,0
47,0.953799271057362,2.10198701120809,0,0
48,0.298961094345964,1.52782818305187,0,0
51,2.68013100436681,2.38553038573508,0,0
52,1.08024472343523,2.53120451237263,0,0
65,0,0,1.26301988047323,0.562335279487954
66,0,0,1.28098866775906,0.767423917020634
67,0,0,1.58755044358538,0.735861213191428
68,0,0,1.27436272716185,1.21851816499361
